target,pid,bid,env,checkout,compile,check_classfiles,gzoltar_exec_time,gzoltar_executed_tests,gzoltar_failing_tests,gzoltar_fl,flacoco_exec_time,flacoco_executed_tests,flacoco_failing_tests,flacoco_fl
1.8,Cli,14,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,38,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,18,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,29,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,5,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,31,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,39,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,35,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,28,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,2,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,19,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,33,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,22,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,11,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,7,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,34,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,36,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,40,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,37,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,8,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,10,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,15,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,16,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,1,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,17,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,4,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,32,True,True,False,False,,False,False,False,,False,False,False
1.8,Cli,30,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,95,True,True,True,True,3.354,False,False,False,,False,False,False
1.8,Closure,26,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,99,True,True,True,True,7.993,False,False,False,,False,False,False
1.8,Closure,141,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,142,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,80,True,True,True,True,,False,False,False,1520.813,False,True,True
1.8,Closure,3,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,21,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,12,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,41,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,117,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,69,True,True,True,True,,False,False,False,1446.265,False,True,True
1.8,Closure,24,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,103,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,135,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,125,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,140,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,152,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,28,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,2,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,102,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,19,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,6,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,33,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,66,True,True,True,True,,False,False,False,1284.859,False,True,True
1.8,Closure,81,True,True,True,True,,False,False,False,1161.002,False,True,True
1.8,Closure,155,True,True,True,True,,False,False,False,1159.166,False,True,True
1.8,Closure,118,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,150,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,8,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,10,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,132,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,16,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,17,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,160,True,True,True,True,,False,False,False,1247.695,False,True,True
1.8,Closure,170,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,83,True,True,True,True,,False,False,False,1191.489,False,True,True
1.8,Closure,43,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,65,True,True,True,True,,False,False,False,1292.443,False,True,True
1.8,Closure,42,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,74,True,True,True,True,,False,False,False,1158.261,False,True,True
1.8,Closure,109,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,146,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,130,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,87,True,True,True,True,,False,False,False,985.209,False,True,True
1.8,Closure,131,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,136,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,85,True,True,True,True,,False,False,False,1037.997,False,True,True
1.8,Closure,119,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,55,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,20,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,9,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,92,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,105,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,72,True,True,True,True,,False,False,False,1159.492,False,True,True
1.8,Closure,145,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,53,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,67,True,True,True,True,,False,False,False,1191.396,False,True,True
1.8,Closure,90,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,154,True,True,True,True,,False,False,False,1121.911,False,True,True
1.8,Closure,18,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,29,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,5,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,39,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,52,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,163,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,86,True,True,True,True,,False,False,False,1078.96,False,True,True
1.8,Closure,76,True,True,True,True,,False,False,False,1094.729,False,True,True
1.8,Closure,153,True,True,True,True,,False,False,False,957.215,False,True,True
1.8,Closure,115,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,59,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,11,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,57,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,7,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,49,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,48,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,37,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,1,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,91,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,111,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,94,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,61,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,23,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,151,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,96,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,108,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,46,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,71,True,True,True,True,,False,False,False,1175.716,False,True,True
1.8,Closure,68,True,True,True,True,,False,False,False,1208.365,False,True,True
1.8,Closure,27,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,47,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,144,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,60,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,75,True,True,True,True,,False,False,False,1054.354,False,True,True
1.8,Closure,106,True,True,True,True,,False,False,False,95.284,False,True,True
1.8,Closure,110,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,14,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,38,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,134,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,129,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,70,True,True,True,True,,False,False,False,1262.73,False,True,True
1.8,Closure,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,77,True,True,True,True,,False,False,False,1070.933,False,True,True
1.8,Closure,139,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,101,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,44,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,143,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,158,True,True,True,True,,False,False,False,1228.541,False,True,True
1.8,Closure,166,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,157,True,True,True,True,,False,False,False,1202.902,False,True,True
1.8,Closure,133,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,98,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,73,True,True,True,True,,False,False,False,1151.587,False,True,True
1.8,Closure,58,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,88,True,True,True,True,2.799,False,False,False,1085.136,False,True,True
1.8,Closure,148,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,51,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,121,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,32,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,116,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,64,True,True,True,True,,False,False,False,1227.145,False,True,True
1.8,Closure,30,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,168,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,147,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,50,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,78,True,True,True,True,,False,False,False,1170.295,False,True,True
1.8,Closure,175,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,122,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,112,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,176,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,120,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,128,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,89,True,True,True,True,,False,False,False,1009.631,False,True,True
1.8,Closure,164,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,171,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,137,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,100,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,13,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,97,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,159,True,True,True,True,,False,False,False,1169.842,False,True,True
1.8,Closure,127,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,107,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,31,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,35,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,123,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,161,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,62,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,45,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,138,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,149,True,True,True,True,15.718,False,False,True,,False,False,False
1.8,Closure,84,True,True,True,True,,False,False,False,1198.883,False,True,True
1.8,Closure,167,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,104,True,True,True,True,,False,False,False,,False,False,False
1.8,Closure,22,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,79,True,True,True,True,,False,False,False,1271.629,False,True,True
1.8,Closure,82,True,True,True,True,,False,False,False,1181.09,False,True,True
1.8,Closure,156,True,True,True,True,,False,False,False,1205.275,False,True,True
1.8,Closure,34,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,36,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,40,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,54,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,174,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,114,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,126,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,124,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,162,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,15,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,113,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,172,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,56,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,169,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,4,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,165,True,True,False,False,,False,False,False,,False,False,False
1.8,Closure,173,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,95,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,26,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,99,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,80,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,3,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,21,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,12,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,41,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,69,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,24,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,103,True,True,True,True,3.467,False,False,False,,False,False,False
1.8,JacksonDatabind,28,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,2,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,102,True,True,True,True,3.305,False,False,False,,False,False,False
1.8,JacksonDatabind,19,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,6,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,33,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,66,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,81,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,8,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,10,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,16,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,17,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,83,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,43,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,65,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,42,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,74,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,109,True,True,True,True,2.76,False,False,False,,False,False,False
1.8,JacksonDatabind,87,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,85,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,55,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,20,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,9,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,92,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,105,True,True,True,True,3.037,False,False,False,,False,False,False
1.8,JacksonDatabind,72,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,53,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,67,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,90,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,18,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,29,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,5,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,39,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,52,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,86,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,76,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,59,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,11,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,57,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,7,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,49,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,48,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,37,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,1,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,91,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,111,True,True,True,True,4.227,False,False,False,,False,False,False
1.8,JacksonDatabind,94,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,61,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,23,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,93,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,96,True,True,True,True,3.345,False,False,False,,False,False,False
1.8,JacksonDatabind,108,True,True,True,True,3.48,False,False,False,,False,False,False
1.8,JacksonDatabind,46,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,71,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,68,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,63,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,27,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,47,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,60,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,75,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,106,True,True,True,True,3.057,False,False,False,,False,False,False
1.8,JacksonDatabind,110,True,True,True,True,3.011,False,False,False,,False,False,False
1.8,JacksonDatabind,14,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,38,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,70,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,25,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,77,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,101,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,44,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,98,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,73,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,58,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,88,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,51,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,32,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,64,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,30,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,50,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,78,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,112,True,True,True,True,3.018,False,False,False,,False,False,False
1.8,JacksonDatabind,89,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,100,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,13,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,97,True,True,True,True,2.629,False,False,False,,False,False,False
1.8,JacksonDatabind,107,True,True,True,True,2.962,False,False,False,,False,False,False
1.8,JacksonDatabind,31,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,35,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,62,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,45,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,84,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,104,True,True,True,True,2.63,False,False,False,,False,False,False
1.8,JacksonDatabind,22,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,79,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,82,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,34,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,36,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,40,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,54,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,15,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,56,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonDatabind,4,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonXml,6,True,True,True,True,1.789,False,False,False,8.274,True,True,True
1.8,JacksonXml,1,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonXml,3,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonXml,4,True,True,False,False,,False,False,False,,False,False,False
1.8,JacksonXml,5,True,True,True,True,1.456,False,False,False,4.659,True,True,True
1.8,JacksonXml,2,True,True,False,False,,False,False,False,,False,False,False
1.8,Csv,13,True,True,True,True,5.417,False,False,True,7.703,False,True,True
1.8,Csv,6,True,True,True,True,5.213,False,False,True,5.167,False,True,True
1.8,Csv,14,True,True,True,True,10.451,False,False,True,7.412,False,True,True
1.8,Csv,8,True,True,True,True,5.238,False,False,True,4.168,False,True,True
1.8,Csv,10,True,True,True,True,5.258,False,False,True,3.04,False,True,True
1.8,Csv,11,True,True,True,True,4.433,False,False,True,4.565,False,True,True
1.8,Csv,15,True,True,True,True,,False,False,False,7.957,False,True,True
1.8,Csv,1,True,True,True,True,2.426,False,False,False,1.938,False,True,True
1.8,Csv,3,True,True,True,True,4.081,False,False,True,3.106,False,True,True
1.8,Csv,7,True,True,True,True,3.825,False,False,False,4.466,False,True,True
1.8,Csv,16,True,True,True,True,,False,False,False,8.189,False,True,True
1.8,Csv,4,True,True,True,True,4.999,False,False,True,5.0,False,True,True
1.8,Csv,5,True,True,True,True,4.966,False,False,True,3.761,False,True,True
1.8,Csv,12,True,True,True,True,5.878,False,False,True,4.548,False,True,True
1.8,Csv,2,True,True,True,True,4.927,False,False,False,3.838,False,True,True
1.8,Csv,9,True,True,True,True,,False,False,False,5.573,False,True,True
1.8,Lang,23,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,50,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,64,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,26,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,46,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,3,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,21,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,12,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,20,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,55,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,41,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,63,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,9,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,27,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,47,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,13,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,60,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,53,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,24,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,14,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,38,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,18,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,29,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,5,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,31,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,39,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,35,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,28,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,52,True,True,False,False,,False,False,False,,False,False,False
