pid,bid,env,checkout,compile,classfiles
JacksonDatabind,108,True,True,True,"{'1.7': 630, '1.5': 18}"
JacksonDatabind,60,True,True,True,"{'1.7': 580, '1.5': 18}"
JacksonDatabind,50,True,True,True,"{'1.7': 579, '1.5': 18}"
JacksonDatabind,66,True,True,True,"{'1.7': 581, '1.5': 18}"
JacksonDatabind,18,True,True,True,"{'1.6': 560, '1.5': 18}"
JacksonDatabind,9,True,True,True,"{'1.6': 570, '1.5': 18}"
JacksonDatabind,83,True,True,True,"{'1.7': 583, '1.5': 18}"
JacksonDatabind,28,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,54,True,True,True,"{'1.7': 581, '1.5': 18}"
JacksonDatabind,78,True,True,True,"{'1.7': 583, '1.5': 18}"
JacksonDatabind,71,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,32,True,True,True,"{'1.6': 564, '1.5': 18}"
JacksonDatabind,26,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,31,True,True,True,"{'1.6': 564, '1.5': 18}"
JacksonDatabind,4,True,True,True,"{'1.6': 554, '1.5': 18}"
JacksonDatabind,13,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,91,True,True,True,"{'1.7': 584, '1.5': 18}"
JacksonDatabind,10,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,69,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,85,True,True,True,"{'1.7': 583, '1.5': 18}"
JacksonDatabind,38,True,True,True,"{'1.6': 570, '1.5': 18}"
JacksonDatabind,100,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,95,True,True,True,"{'1.7': 585, '1.5': 18}"
JacksonDatabind,93,True,True,True,"{'1.7': 585, '1.5': 18}"
JacksonDatabind,57,True,True,True,"{'1.6': 573, '1.5': 18}"
JacksonDatabind,52,True,True,True,"{'1.7': 580, '1.5': 18}"
JacksonDatabind,65,True,True,True,"{'1.7': 581, '1.5': 18}"
JacksonDatabind,103,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,6,True,True,True,"{'1.6': 554, '1.5': 18}"
JacksonDatabind,111,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,16,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,70,True,True,True,"{'1.7': 582, '1.5': 18}"
JacksonDatabind,1,True,True,True,"{'1.6': 550, '1.5': 17}"
JacksonDatabind,21,True,True,True,"{'1.6': 562, '1.5': 18}"
JacksonDatabind,42,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,73,True,True,True,"{'1.7': 582, '1.5': 18}"
JacksonDatabind,19,True,True,True,"{'1.6': 560, '1.5': 18}"
JacksonDatabind,37,True,True,True,"{'1.6': 570, '1.5': 18}"
JacksonDatabind,81,True,True,True,"{'1.7': 613, '1.5': 18}"
JacksonDatabind,35,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,24,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,87,True,True,True,"{'1.7': 583, '1.5': 18}"
JacksonDatabind,17,True,True,True,"{'1.6': 555, '1.5': 18}"
JacksonDatabind,76,True,True,True,"{'1.7': 582, '1.5': 18}"
JacksonDatabind,99,True,True,True,"{'1.7': 585, '1.5': 18}"
JacksonDatabind,3,True,True,True,"{'1.6': 554, '1.5': 18}"
JacksonDatabind,2,True,True,True,"{'1.6': 554, '1.5': 18}"
JacksonDatabind,55,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,25,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,104,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,40,True,True,True,"{'1.6': 569, '1.5': 18}"
JacksonDatabind,86,True,True,True,"{'1.7': 583, '1.5': 18}"
JacksonDatabind,90,True,True,True,"{'1.7': 584, '1.5': 18}"
JacksonDatabind,58,True,True,True,"{'1.6': 573, '1.5': 18}"
JacksonDatabind,49,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,80,True,True,True,"{'1.7': 613, '1.5': 18}"
JacksonDatabind,59,True,True,True,"{'1.7': 580, '1.5': 18}"
JacksonDatabind,61,True,True,True,"{'1.7': 581, '1.5': 18}"
JacksonDatabind,56,True,True,True,"{'1.6': 573, '1.5': 18}"
JacksonDatabind,101,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,20,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,41,True,True,True,"{'1.6': 569, '1.5': 18}"
JacksonDatabind,34,True,True,True,"{'1.6': 571, '1.5': 18}"
JacksonDatabind,102,True,True,True,"{'1.7': 624, '1.5': 18}"
JacksonDatabind,67,True,True,True,"{'1.7': 581, '1.5': 18}"
JacksonDatabind,43,True,True,True,"{'1.6': 571, '1.5': 18}"
JacksonDatabind,106,True,True,True,"{'1.7': 630, '1.5': 18}"
JacksonDatabind,72,True,True,True,"{'1.6': 572, '1.5': 18}"
JacksonDatabind,39,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,48,True,True,True,"{'1.6': 571, '1.5': 18}"
JacksonDatabind,22,True,True,True,"{'1.6': 563, '1.5': 18}"
JacksonDatabind,33,True,True,True,"{'1.6': 564, '1.5': 18}"
JacksonDatabind,47,True,True,True,"{'1.6': 571, '1.5': 18}"
JacksonDatabind,15,True,True,True,"{'1.6': 572, '1.5': 18}"
Cli,2,True,True,True,{'1.7': 22}
Cli,8,True,True,True,{'1.7': 22}
Cli,29,True,True,True,{'1.4': 24}
Cli,25,True,True,True,{'1.3': 22}
Cli,11,True,True,True,{'1.7': 22}
Cli,12,True,True,True,{'1.7': 22}
Cli,27,True,True,True,{'1.4': 23}
Cli,40,True,True,True,{'1.5': 28}
Cli,7,True,True,True,{'1.7': 54}
Cli,16,True,True,True,{'1.7': 54}
Cli,30,True,True,True,{'1.4': 24}
Cli,1,True,True,True,{'1.7': 22}
Cli,21,True,True,True,{'1.7': 54}
Cli,18,True,True,True,{'1.7': 22}
Cli,20,True,True,True,{'1.7': 22}
Cli,19,True,True,True,{'1.7': 22}
Cli,9,True,True,True,{'1.7': 22}
Cli,34,True,True,True,{'1.4': 24}
Cli,23,True,True,True,{'1.3': 22}
Cli,28,True,True,True,{'1.4': 24}
Cli,37,True,True,True,{'1.5': 27}
Cli,32,True,True,True,{'1.4': 24}
Cli,5,True,True,True,{'1.7': 22}
Cli,26,True,True,True,{'1.4': 22}
Cli,31,True,True,True,{'1.4': 24}
Cli,4,True,True,True,{'1.7': 22}
Cli,24,True,True,True,{'1.3': 22}
Cli,13,True,True,True,{'1.7': 54}
Cli,35,True,True,True,{'1.5': 27}
Cli,36,True,True,True,{'1.5': 27}
Cli,10,True,True,True,{'1.7': 22}
Cli,39,True,True,True,{'1.5': 28}
Cli,17,True,True,True,{'1.7': 22}
Cli,22,True,True,True,{'1.3': 22}
Cli,33,True,True,True,{'1.4': 24}
Cli,38,True,True,True,{'1.5': 27}
Cli,14,True,True,True,{'1.7': 54}
Cli,3,True,True,True,{'1.7': 22}
Cli,15,True,True,True,{'1.7': 54}
Csv,2,True,True,True,{'1.5': 16}
Csv,8,True,True,True,{'1.5': 15}
Csv,16,True,True,True,"{'1.7': 15, '1.5': 1}"
Csv,5,True,True,True,{'1.5': 15}
Csv,1,True,True,True,{'1.5': 11}
Csv,4,True,True,True,{'1.5': 15}
Csv,11,True,True,True,{'1.5': 15}
Csv,13,True,True,True,"{'1.6': 15, '1.5': 1}"
Csv,12,True,True,True,"{'1.6': 14, '1.5': 1}"
Csv,14,True,True,True,"{'1.7': 15, '1.5': 1}"
Csv,6,True,True,True,{'1.5': 15}
Csv,3,True,True,True,{'1.5': 16}
Csv,9,True,True,True,{'1.5': 15}
Csv,10,True,True,True,{'1.5': 15}
Csv,7,True,True,True,{'1.5': 15}
Csv,15,True,True,True,"{'1.7': 15, '1.5': 1}"
Compress,2,True,True,True,{'1.4': 65}
Compress,8,True,True,True,{'1.4': 77}
Compress,29,True,True,True,{'1.5': 219}
Compress,25,True,True,True,{'1.5': 188}
Compress,11,True,True,True,{'1.5': 126}
Compress,12,True,True,True,{'1.5': 126}
Compress,44,True,True,True,{'1.7': 294}
Compress,6,True,True,True,{'1.4': 71}
Compress,27,True,True,True,{'1.5': 191}
Compress,40,True,True,True,{'1.7': 233}
Compress,7,True,True,True,{'1.4': 76}
Compress,16,True,True,True,{'1.5': 129}
Compress,30,True,True,True,{'1.5': 219}
Compress,1,True,True,True,{'1.4': 66}
Compress,21,True,True,True,{'1.5': 188}
Compress,42,True,True,True,{'1.7': 266}
Compress,18,True,True,True,{'1.5': 130}
Compress,9,True,True,True,{'1.5': 122}
Compress,19,True,True,True,{'1.5': 165}
Compress,20,True,True,True,{'1.5': 165}
Compress,41,True,True,True,{'1.7': 248}
Compress,34,True,True,True,{'1.5': 221}
Compress,23,True,True,True,{'1.5': 188}
Compress,28,True,True,True,{'1.5': 191}
Compress,37,True,True,True,{'1.6': 232}
Compress,45,True,True,True,{'1.7': 294}
Compress,46,True,True,True,{'1.7': 294}
Compress,32,True,True,True,{'1.5': 221}
Compress,5,True,True,True,{'1.4': 71}
Compress,26,True,True,True,{'1.5': 191}
Compress,31,True,True,True,{'1.5': 219}
Compress,4,True,True,True,{'1.4': 70}
Compress,24,True,True,True,{'1.5': 188}
Compress,13,True,True,True,{'1.5': 126}
Compress,35,True,True,True,{'1.5': 230}
Compress,43,True,True,True,{'1.7': 291}
Compress,36,True,True,True,{'1.6': 232}
Compress,10,True,True,True,{'1.5': 126}
Compress,39,True,True,True,{'1.6': 233}
Compress,17,True,True,True,{'1.5': 130}
Compress,22,True,True,True,{'1.5': 188}
Compress,33,True,True,True,{'1.5': 221}
Compress,38,True,True,True,{'1.6': 232}
Compress,14,True,True,True,{'1.5': 126}
Compress,3,True,True,True,{'1.4': 70}
Compress,47,True,True,True,{'1.7': 311}
Compress,15,True,True,True,{'1.5': 129}
JxPath,2,True,True,True,{'1.7': 171}
JxPath,8,True,True,True,{'1.7': 177}
JxPath,11,True,True,True,{'1.7': 180}
JxPath,12,True,True,True,{'1.7': 180}
JxPath,6,True,True,True,{'1.7': 176}
JxPath,7,True,True,True,{'1.7': 177}
JxPath,16,True,True,True,{'1.7': 180}
JxPath,1,True,True,True,{'1.7': 171}
JxPath,21,True,True,True,{'1.7': 187}
JxPath,18,True,True,True,{'1.7': 180}
JxPath,9,True,True,True,{'1.7': 177}
JxPath,19,True,True,True,{'1.7': 183}
JxPath,20,True,True,True,{'1.7': 187}
JxPath,5,True,True,True,{'1.7': 172}
JxPath,4,True,True,True,{'1.7': 172}
JxPath,13,True,True,True,{'1.7': 180}
JxPath,10,True,True,True,{'1.7': 177}
JxPath,17,True,True,True,{'1.7': 180}
JxPath,22,True,True,True,{'1.7': 187}
JxPath,14,True,True,True,{'1.7': 180}
JxPath,3,True,True,True,{'1.7': 171}
JxPath,15,True,True,True,{'1.7': 180}
Gson,17,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,2,True,True,True,{'1.5': 169}
Gson,8,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,16,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,5,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,1,True,True,True,{'1.5': 137}
Gson,4,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,11,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,13,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,12,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,14,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,6,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,18,True,True,True,"{'1.6': 173, '1.5': 4}"
Gson,3,True,True,True,"{'1.6': 166, '1.5': 4}"
Gson,9,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,10,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,7,True,True,True,"{'1.6': 174, '1.5': 4}"
Gson,15,True,True,True,"{'1.6': 173, '1.5': 4}"
Math,8,True,True,True,{'1.5': 1021}
Math,11,True,True,True,{'1.5': 1012}
Math,68,True,True,True,{'1.5': 571}
Math,12,True,True,True,{'1.5': 1012}
Math,74,True,True,True,{'1.5': 542}
Math,27,True,True,True,{'1.5': 854}
Math,7,True,True,True,{'1.5': 1029}
Math,30,True,True,True,{'1.5': 841}
Math,53,True,True,True,{'1.5': 734}
Math,64,True,True,True,{'1.5': 608}
Math,63,True,True,True,{'1.5': 625}
Math,97,True,True,True,{'1.7': 244}
Math,23,True,True,True,{'1.5': 854}
Math,45,True,True,True,{'1.5': 820}
Math,46,True,True,True,{'1.5': 746}
Math,5,True,True,True,{'1.5': 1044}
Math,75,True,True,True,{'1.5': 542}
Math,79,True,True,True,{'1.5': 486}
Math,36,True,True,True,{'1.5': 832}
Math,96,True,True,True,{'1.7': 264}
Math,94,True,True,True,{'1.7': 313}
Math,89,True,True,True,{'1.5': 387}
Math,14,True,True,True,{'1.5': 1012}
Math,92,True,True,True,{'1.7': 319}
Math,51,True,True,True,{'1.5': 745}
Math,84,True,True,True,{'1.5': 477}
Math,105,True,True,True,{'1.7': 149}
Math,82,True,True,True,{'1.5': 477}
Math,29,True,True,True,{'1.5': 841}
Math,98,True,True,True,{'1.7': 244}
Math,88,True,True,True,{'1.5': 444}
Math,44,True,True,True,{'1.5': 852}
Math,77,True,True,True,{'1.5': 541}
Math,62,True,True,True,{'1.5': 636}
Math,60,True,True,True,{'1.5': 622}
Math,50,True,True,True,{'1.5': 745}
Math,66,True,True,True,{'1.5': 599}
Math,18,True,True,True,{'1.5': 873}
Math,9,True,True,True,{'1.5': 1018}
Math,83,True,True,True,{'1.5': 477}
Math,28,True,True,True,{'1.5': 854}
Math,54,True,True,True,{'1.5': 641}
Math,78,True,True,True,{'1.5': 486}
Math,71,True,True,True,{'1.5': 559}
Math,32,True,True,True,{'1.5': 838}
Math,26,True,True,True,{'1.5': 854}
Math,31,True,True,True,{'1.5': 838}
Math,4,True,True,True,{'1.5': 1068}
Math,13,True,True,True,{'1.5': 1012}
Math,91,True,True,True,{'1.5': 385}
Math,10,True,True,True,{'1.5': 1014}
Math,69,True,True,True,{'1.5': 571}
Math,85,True,True,True,{'1.5': 475}
Math,38,True,True,True,{'1.5': 845}
Math,100,True,True,True,{'1.7': 236}
Math,95,True,True,True,{'1.7': 268}
Math,93,True,True,True,{'1.7': 318}
Math,57,True,True,True,{'1.5': 640}
Math,52,True,True,True,{'1.5': 741}
Math,65,True,True,True,{'1.5': 605}
Math,103,True,True,True,{'1.7': 227}
Math,6,True,True,True,{'1.5': 1040}
Math,16,True,True,True,{'1.5': 899}
Math,70,True,True,True,{'1.5': 571}
Math,1,True,True,True,{'1.5': 1104}
Math,21,True,True,True,{'1.5': 859}
Math,42,True,True,True,{'1.5': 848}
Math,73,True,True,True,{'1.5': 544}
Math,19,True,True,True,{'1.5': 872}
Math,37,True,True,True,{'1.5': 850}
Math,81,True,True,True,{'1.5': 486}
Math,35,True,True,True,{'1.5': 831}
Math,24,True,True,True,{'1.5': 854}
Math,87,True,True,True,{'1.5': 444}
Math,17,True,True,True,{'1.5': 879}
Math,76,True,True,True,{'1.5': 542}
Math,99,True,True,True,{'1.5': 334}
Math,3,True,True,True,{'1.5': 1072}
Math,2,True,True,True,{'1.5': 1091}
Math,55,True,True,True,{'1.5': 636}
Math,25,True,True,True,{'1.5': 866}
Math,104,True,True,True,{'1.7': 227}
Math,40,True,True,True,{'1.5': 848}
Math,86,True,True,True,{'1.5': 444}
Math,90,True,True,True,{'1.5': 387}
Math,58,True,True,True,{'1.5': 634}
Math,49,True,True,True,{'1.5': 745}
Math,80,True,True,True,{'1.5': 486}
Math,59,True,True,True,{'1.5': 628}
Math,61,True,True,True,{'1.5': 638}
Math,56,True,True,True,{'1.5': 636}
Math,101,True,True,True,{'1.7': 236}
Math,20,True,True,True,{'1.5': 872}
Math,41,True,True,True,{'1.5': 848}
Math,34,True,True,True,{'1.5': 831}
Math,102,True,True,True,{'1.7': 229}
Math,67,True,True,True,{'1.5': 594}
Math,43,True,True,True,{'1.5': 847}
Math,106,True,True,True,{'1.7': 146}
Math,72,True,True,True,{'1.5': 544}
Math,39,True,True,True,{'1.5': 845}
Math,48,True,True,True,{'1.5': 749}
Math,22,True,True,True,{'1.5': 854}
Math,33,True,True,True,{'1.5': 832}
Math,47,True,True,True,{'1.5': 746}
Math,15,True,True,True,{'1.5': 899}
Jsoup,8,True,True,True,{'1.5': 81}
Jsoup,11,True,True,True,{'1.5': 81}
Jsoup,68,True,True,True,"{'1.7': 248, '1.5': 7}"
Jsoup,12,True,True,True,{'1.5': 95}
Jsoup,74,True,True,True,"{'1.7': 250, '1.5': 7}"
Jsoup,27,True,True,True,{'1.5': 212}
Jsoup,7,True,True,True,{'1.5': 81}
Jsoup,30,True,True,True,{'1.5': 214}
Jsoup,53,True,True,True,{'1.5': 241}
Jsoup,64,True,True,True,"{'1.7': 241, '1.5': 7}"
Jsoup,63,True,True,True,"{'1.7': 241, '1.5': 7}"
Jsoup,23,True,True,True,{'1.5': 212}
Jsoup,45,True,True,True,{'1.5': 240}
Jsoup,46,True,True,True,{'1.5': 240}
Jsoup,5,True,True,True,{'1.5': 67}
Jsoup,75,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,79,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,36,True,True,True,{'1.5': 232}
Jsoup,89,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,14,True,True,True,{'1.5': 201}
Jsoup,92,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,51,True,True,True,{'1.5': 240}
Jsoup,84,True,True,True,"{'1.7': 252, '1.5': 7}"
Jsoup,82,True,True,True,"{'1.7': 252, '1.5': 7}"
Jsoup,29,True,True,True,{'1.5': 212}
Jsoup,88,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,44,True,True,True,{'1.5': 239}
Jsoup,77,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,62,True,True,True,{'1.5': 246}
Jsoup,60,True,True,True,{'1.5': 244}
Jsoup,50,True,True,True,{'1.5': 240}
Jsoup,66,True,True,True,"{'1.7': 246, '1.5': 7}"
Jsoup,18,True,True,True,{'1.5': 204}
Jsoup,9,True,True,True,{'1.5': 81}
Jsoup,83,True,True,True,"{'1.7': 252, '1.5': 7}"
Jsoup,28,True,True,True,{'1.5': 212}
Jsoup,54,True,True,True,{'1.5': 242}
Jsoup,78,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,71,True,True,True,"{'1.7': 248, '1.5': 7}"
Jsoup,32,True,True,True,{'1.5': 216}
Jsoup,26,True,True,True,{'1.5': 212}
Jsoup,31,True,True,True,{'1.5': 216}
Jsoup,4,True,True,True,{'1.5': 67}
Jsoup,13,True,True,True,{'1.5': 201}
Jsoup,91,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,10,True,True,True,{'1.5': 81}
Jsoup,69,True,True,True,"{'1.7': 248, '1.5': 7}"
Jsoup,85,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,38,True,True,True,{'1.5': 232}
Jsoup,93,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,57,True,True,True,{'1.5': 243}
Jsoup,52,True,True,True,{'1.5': 241}
Jsoup,65,True,True,True,"{'1.7': 243, '1.5': 7}"
Jsoup,6,True,True,True,{'1.5': 81}
Jsoup,16,True,True,True,{'1.5': 204}
Jsoup,70,True,True,True,"{'1.7': 248, '1.5': 7}"
Jsoup,1,True,True,True,{'1.5': 50}
Jsoup,21,True,True,True,{'1.5': 212}
Jsoup,42,True,True,True,{'1.5': 237}
Jsoup,73,True,True,True,"{'1.7': 250, '1.5': 7}"
Jsoup,19,True,True,True,{'1.5': 204}
Jsoup,37,True,True,True,{'1.5': 232}
Jsoup,81,True,True,True,"{'1.7': 252, '1.5': 7}"
Jsoup,35,True,True,True,{'1.5': 231}
Jsoup,24,True,True,True,{'1.5': 212}
Jsoup,87,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,17,True,True,True,{'1.5': 204}
Jsoup,76,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,3,True,True,True,{'1.5': 50}
Jsoup,2,True,True,True,{'1.5': 50}
Jsoup,55,True,True,True,{'1.5': 243}
Jsoup,25,True,True,True,{'1.5': 212}
Jsoup,40,True,True,True,{'1.5': 233}
Jsoup,86,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,90,True,True,True,"{'1.7': 251, '1.5': 7}"
Jsoup,58,True,True,True,{'1.5': 244}
Jsoup,49,True,True,True,{'1.5': 240}
Jsoup,80,True,True,True,"{'1.7': 253, '1.5': 7}"
Jsoup,59,True,True,True,{'1.5': 244}
Jsoup,61,True,True,True,{'1.5': 244}
Jsoup,56,True,True,True,{'1.5': 243}
Jsoup,20,True,True,True,{'1.5': 212}
Jsoup,41,True,True,True,{'1.5': 237}
Jsoup,34,True,True,True,{'1.5': 231}
Jsoup,67,True,True,True,"{'1.7': 246, '1.5': 7}"
Jsoup,43,True,True,True,{'1.5': 239}
Jsoup,72,True,True,True,"{'1.7': 250, '1.5': 7}"
Jsoup,39,True,True,True,{'1.5': 233}
Jsoup,48,True,True,True,{'1.5': 240}
Jsoup,22,True,True,True,{'1.5': 212}
Jsoup,33,True,True,True,{'1.5': 231}
Jsoup,47,True,True,True,{'1.5': 240}
Jsoup,15,True,True,True,{'1.5': 204}
Lang,51,True,True,True,{'1.1': 124}
Lang,8,True,True,True,{'1.5': 168}
Lang,55,True,True,True,{'1.1': 124}
Lang,57,True,True,True,{'1.1': 124}
Lang,29,True,True,True,{'1.5': 135}
Lang,52,True,True,True,{'1.1': 124}
Lang,25,True,True,True,{'1.5': 143}
Lang,11,True,True,True,{'1.5': 170}
Lang,12,True,True,True,{'1.5': 170}
Lang,65,True,True,True,{'1.1': 126}
Lang,44,True,True,True,{'1.2': 132}
Lang,6,True,True,True,{'1.5': 169}
Lang,27,True,True,True,{'1.5': 140}
Lang,40,True,True,True,{'1.5': 122}
Lang,7,True,True,True,{'1.5': 169}
Lang,58,True,True,True,{'1.1': 124}
Lang,49,True,True,True,{'1.1': 140}
Lang,16,True,True,True,{'1.5': 160}
Lang,59,True,True,True,{'1.1': 124}
Lang,62,True,True,True,{'1.1': 124}
Lang,30,True,True,True,{'1.5': 131}
Lang,60,True,True,True,{'1.1': 124}
Lang,53,True,True,True,{'1.1': 124}
Lang,1,True,True,True,{'1.5': 170}
Lang,61,True,True,True,{'1.1': 124}
Lang,50,True,True,True,{'1.1': 140}
